activity_id,lead_id,booking_id,activity_date,representative_name,representative_role,activity_type,activity_result,notes,duration_minutes
act_fb42b647224c,lead_fa6f5f38d61d,,2026-05-22T10:05:54,Taylor Brooks,Setter,WhatsApp,Interested,Id excepturi odio eaque alias laboriosam perspiciatis rem officia sed.,3
act_696e67842883,lead_fa6f5f38d61d,,2026-05-15T17:05:54,Taylor Brooks,Setter,SMS,Follow Up Required,Commodi cumque vero numquam saepe quos ad.,10
act_1df2a92624c0,lead_72b094d4edc1,,2026-06-05T15:08:58,Taylor Brooks,Setter,WhatsApp,No Answer,Temporibus veritatis sit exercitationem dolor facilis ut unde magni similique dicta.,3
act_10ca64ef6f65,lead_72b094d4edc1,,2026-05-23T00:08:58,Taylor Brooks,Setter,WhatsApp,No Answer,Aliquam quos iste repellat esse assumenda in suscipit corrupti enim eveniet natus.,9
act_000c18eb850c,lead_d09f12aadced,,2026-06-15T04:16:24,Alex Morgan,Setter,Call,No Answer,Perspiciatis maxime praesentium voluptate eaque officia incidunt quidem nemo.,10
act_87bf271405ed,lead_d09f12aadced,,2026-07-02T12:16:24,Alex Morgan,Setter,SMS,Follow Up Required,In quas laudantium eum mollitia cupiditate sapiente id.,1
act_ce1f3b553aeb,lead_d09f12aadced,,2026-07-02T15:16:24,Alex Morgan,Setter,Call,Interested,Soluta ea blanditiis facilis omnis ullam.,10
act_6960ffd32167,lead_d09f12aadced,,2026-06-28T13:16:24,Alex Morgan,Setter,Call,No Answer,Excepturi iste accusamus perferendis similique laborum deleniti dolorem ex.,8
act_14d92f8945a1,lead_d09f12aadced,book_2bed0de53c7f,2026-06-25T06:16:24,Casey Bennett,Closer,Consultation,No Answer,Aut cupiditate numquam praesentium dolorem quis maxime.,59
act_832473e398a1,lead_d09f12aadced,book_2bed0de53c7f,2026-06-21T23:16:24,Casey Bennett,Closer,Call,No Answer,Nostrum eveniet alias in atque assumenda non quia.,11
act_949b72cc9c0c,lead_9f9eccfbc8d2,,2026-01-18T17:55:48,Jordan Lee,Setter,WhatsApp,Follow Up Required,Reprehenderit error cumque possimus eveniet consequatur facere ipsum nostrum culpa.,8
act_4babc4434de6,lead_9f9eccfbc8d2,,2026-01-02T23:55:48,Jordan Lee,Setter,WhatsApp,No Answer,Facere repudiandae nesciunt eum optio vero a voluptatibus quasi neque.,5
act_fa7bf9fc0811,lead_9f9eccfbc8d2,,2026-01-16T01:55:48,Jordan Lee,Setter,WhatsApp,Connected,Non omnis maxime repellendus officia reiciendis similique neque voluptates porro incidunt voluptatibus magnam.,7
act_f1cf5c739e1c,lead_9f9eccfbc8d2,,2026-01-03T09:55:48,Jordan Lee,Setter,SMS,No Answer,Possimus laboriosam laboriosam omnis excepturi voluptatum tenetur dolorem natus odio excepturi error nesciunt.,10
act_a3edbaf27495,lead_9f9eccfbc8d2,,2026-01-14T23:55:48,Jordan Lee,Setter,Email,Follow Up Required,Voluptatibus debitis harum nisi qui enim dolor.,11
act_fd8227383763,lead_9f9eccfbc8d2,,2026-01-10T10:55:48,Jordan Lee,Setter,WhatsApp,Interested,Ducimus nulla laborum ipsum sint enim deleniti molestias cumque.,1
act_0170d4a9218d,lead_9f9eccfbc8d2,book_5f9aea27b391,2026-01-14T17:55:48,Morgan Reed,Closer,Consultation,Qualified,Officia earum natus ipsum quod voluptatem necessitatibus temporibus laborum.,35
act_f1eda0c4fbc7,lead_9f9eccfbc8d2,book_5f9aea27b391,2026-01-18T04:55:48,Morgan Reed,Closer,Call,Qualified,Temporibus voluptates corporis libero corrupti culpa explicabo voluptatibus ut.,10
act_432ae0444660,lead_80b08e15add1,,2026-02-16T11:18:11,Jordan Lee,Setter,SMS,Connected,Minima aliquid nemo quis aliquid explicabo possimus autem ipsa repellat.,6
act_1ff1057c7ca3,lead_598215e7cc86,,2026-03-29T10:14:57,Alex Morgan,Setter,SMS,Interested,Rerum dolor voluptate magnam quia dolor facere laborum dolore ratione officiis corrupti ex.,4
act_6be8c62aa43c,lead_6316b5b3f4ea,,2026-02-14T02:12:02,Jordan Lee,Setter,Email,Connected,Enim officia nesciunt asperiores reprehenderit ducimus fuga facere quaerat dolore minus illum.,1
act_2e65c3116124,lead_6316b5b3f4ea,,2026-02-14T04:12:02,Jordan Lee,Setter,Call,Follow Up Required,Minima facilis possimus error atque ex eos repellendus voluptas qui quibusdam repellat.,2
act_58e5d07b0e71,lead_6316b5b3f4ea,,2026-02-22T12:12:02,Jordan Lee,Setter,WhatsApp,Follow Up Required,Officiis ad dicta tempore doloribus optio.,5
act_cde32a6563ce,lead_6316b5b3f4ea,,2026-02-10T14:12:02,Jordan Lee,Setter,WhatsApp,Follow Up Required,Eveniet atque odio minus dolore eius esse saepe laudantium quod magnam voluptate.,6
act_5236396e77b0,lead_4b94fd90fc4d,,2026-02-10T00:06:05,Taylor Brooks,Setter,Call,Connected,Incidunt quidem alias perferendis tempore non esse officia fuga.,2
act_a41c2120968b,lead_4b94fd90fc4d,,2026-01-31T00:06:05,Taylor Brooks,Setter,WhatsApp,Follow Up Required,Quasi delectus magnam eos illo aut soluta quasi saepe iusto.,9
act_71dd42c79bee,lead_4b94fd90fc4d,,2026-02-05T01:06:05,Taylor Brooks,Setter,WhatsApp,Interested,Nam blanditiis maiores libero voluptatum beatae perferendis.,8
act_68ae07bd228a,lead_4b94fd90fc4d,,2026-02-12T20:06:05,Taylor Brooks,Setter,SMS,Interested,Doloribus a non in molestiae magnam quisquam quos molestias nesciunt non assumenda.,10
act_5109d5d2cf0a,lead_4b94fd90fc4d,,2026-01-30T00:06:05,Taylor Brooks,Setter,Email,Interested,Deserunt consequatur adipisci sed eius provident adipisci voluptate.,9
act_340c284a6da7,lead_4b94fd90fc4d,book_2562e3d85ef2,2026-02-10T10:06:05,Morgan Reed,Closer,Follow Up,Follow Up Required,Eligendi excepturi magni facilis necessitatibus sequi quos magnam laudantium totam eaque.,22
act_07170b7a9295,lead_4b94fd90fc4d,book_2562e3d85ef2,2026-02-12T09:06:05,Morgan Reed,Closer,Consultation,No Answer,Tempora quisquam consequatur voluptatum vitae ex cum animi nesciunt.,20
act_d8fcb7df02bb,lead_ed5bc8bc8099,,2026-05-27T19:09:38,Alex Morgan,Setter,Call,Follow Up Required,Explicabo nam distinctio sequi praesentium expedita.,5
act_c20a2e4ecf70,lead_ed5bc8bc8099,,2026-05-11T23:09:38,Alex Morgan,Setter,WhatsApp,No Answer,Sequi iste doloremque accusamus debitis sunt fugit quod.,7
act_f421f39621c1,lead_d401df4a6e25,,2026-06-29T04:36:08,Taylor Brooks,Setter,Call,No Answer,Exercitationem totam quam officia incidunt iusto assumenda sed.,7
act_e17bb35a2b1b,lead_d401df4a6e25,,2026-06-24T22:36:08,Taylor Brooks,Setter,SMS,Connected,Minima molestias consequatur quae ut magni adipisci.,4
act_2ce8abcf0086,lead_d401df4a6e25,,2026-06-30T10:36:08,Taylor Brooks,Setter,Call,Connected,Architecto dolor quibusdam at nobis necessitatibus cumque.,2
act_7ad9f005224e,lead_d401df4a6e25,,2026-06-28T22:36:08,Taylor Brooks,Setter,SMS,Follow Up Required,Ut nesciunt magnam ipsam quaerat voluptatem perspiciatis.,4
act_1755684478a4,lead_56f6297803b0,,2026-04-10T13:37:52,Jordan Lee,Setter,Email,Follow Up Required,Eveniet ut veritatis corporis in porro a similique iste.,3
act_bb0be7a4a786,lead_af3c1948abc3,,2026-03-29T12:34:49,Jordan Lee,Setter,Email,Connected,In ab ipsum praesentium enim officiis consectetur a iste laudantium aut vel.,6
act_b303183bdd46,lead_af3c1948abc3,,2026-04-02T12:34:49,Jordan Lee,Setter,Email,Connected,Perferendis nostrum quam tenetur at molestias nesciunt et at qui.,12
act_efc41f63703b,lead_af3c1948abc3,,2026-03-27T09:34:49,Jordan Lee,Setter,SMS,No Answer,Expedita consectetur voluptatum soluta omnis fugiat.,10
act_4172ef7faffa,lead_af3c1948abc3,,2026-03-29T21:34:49,Jordan Lee,Setter,Email,Follow Up Required,Explicabo ipsum vitae voluptas tempora eligendi illo.,8
act_42c7477a1507,lead_474ac33b97f3,,2026-03-06T04:47:52,Taylor Brooks,Setter,Call,Connected,Esse quaerat exercitationem facilis et aperiam eaque ducimus excepturi magnam odio pariatur.,3
act_052a2af9023c,lead_9a18d3bc6731,,2026-05-07T05:46:08,Alex Morgan,Setter,SMS,Interested,Facilis quibusdam aperiam facere recusandae ullam ipsum rerum fugiat quia ab eos.,6
act_1ceb553fa072,lead_9a18d3bc6731,,2026-04-26T06:46:08,Alex Morgan,Setter,Call,Follow Up Required,Dolor sapiente exercitationem omnis voluptatem quis natus omnis provident in.,10
act_46d3127902dc,lead_9a18d3bc6731,,2026-04-24T06:46:08,Alex Morgan,Setter,SMS,Connected,Necessitatibus officia praesentium vero enim natus repellendus itaque.,10
act_2feafce29792,lead_9a18d3bc6731,,2026-04-30T17:46:08,Alex Morgan,Setter,SMS,No Answer,Porro sit mollitia pariatur deserunt dignissimos exercitationem alias maxime non hic.,11
act_1e5f6f9c2e30,lead_25a885fdf50f,,2026-02-16T22:10:32,Jordan Lee,Setter,WhatsApp,Interested,Assumenda placeat nobis saepe voluptate voluptatibus cum.,1
act_7b358333ddf0,lead_25a885fdf50f,,2026-02-12T06:10:32,Jordan Lee,Setter,SMS,Interested,Tempora in sit quaerat officia ut exercitationem facilis praesentium nam mollitia sed.,12
act_bbcfab2bd084,lead_25a885fdf50f,,2026-02-15T11:10:32,Jordan Lee,Setter,WhatsApp,Interested,Explicabo sed iure tempore omnis culpa eaque id modi odio nam ratione exercitationem.,11
act_1cd66acf8e93,lead_25a885fdf50f,,2026-02-04T13:10:32,Jordan Lee,Setter,Call,Interested,Aut quod soluta doloribus dolorum in doloremque magni molestiae ab.,8
act_1661cb1ea43c,lead_c4fcb22d7863,,2026-02-27T09:51:38,Taylor Brooks,Setter,WhatsApp,No Answer,Optio minus cupiditate laborum vitae sed possimus inventore aliquam quidem at ipsa.,5
act_cd88b50b4345,lead_c4fcb22d7863,,2026-03-09T03:51:38,Taylor Brooks,Setter,SMS,No Answer,Doloremque occaecati voluptate reiciendis ad tenetur magni molestias exercitationem praesentium officia.,3
act_fc2fc3c21950,lead_c4fcb22d7863,,2026-02-24T01:51:38,Taylor Brooks,Setter,Email,Connected,Similique placeat soluta dolore rerum aut corrupti accusantium.,11
act_944c986e9436,lead_c4fcb22d7863,,2026-02-25T02:51:38,Taylor Brooks,Setter,Email,Connected,Laudantium harum voluptatem eius eaque assumenda ex autem beatae.,4
act_a5badcc1e192,lead_a9caa8189548,,2026-04-26T06:50:28,Alex Morgan,Setter,Call,Interested,Cumque nemo ipsam reiciendis iste dicta ab deleniti ullam ut.,6
act_b57347d1a853,lead_69fb6bc2c180,,2026-04-05T10:05:13,Jordan Lee,Setter,SMS,Follow Up Required,Deleniti sequi soluta ab natus asperiores.,1
act_dbb1ed551fd1,lead_91cde81380dd,,2026-03-18T15:42:03,Alex Morgan,Setter,Call,Connected,Quasi quaerat tempore voluptatibus dolorem praesentium.,10
act_542d5c068b9c,lead_91cde81380dd,,2026-03-24T06:42:03,Alex Morgan,Setter,Email,Follow Up Required,Nulla commodi laboriosam ipsam sint inventore voluptate animi recusandae rem voluptas eum exercitationem.,6
act_b05c2a525f59,lead_91cde81380dd,,2026-03-29T08:42:03,Alex Morgan,Setter,WhatsApp,Connected,Facere iste quibusdam consequuntur temporibus perspiciatis magnam nisi ut.,10
act_969fce0e95f6,lead_b37cd0069e56,,2026-06-03T11:56:01,Taylor Brooks,Setter,SMS,Connected,Culpa nemo voluptatem inventore hic modi velit natus sed pariatur accusantium esse.,2
act_aeade234f7a9,lead_b37cd0069e56,,2026-06-10T03:56:01,Taylor Brooks,Setter,WhatsApp,Follow Up Required,Quidem aliquid voluptatibus libero quibusdam dolores soluta.,8
act_73fc6da2c55f,lead_b37cd0069e56,,2026-05-29T02:56:01,Taylor Brooks,Setter,Call,Interested,Explicabo praesentium id qui quos facere consequuntur libero deleniti tempora repellendus.,1
act_7b6376cf0bc0,lead_7a296d824e41,,2026-05-24T23:40:20,Taylor Brooks,Setter,Email,Connected,Totam temporibus esse laboriosam vero animi eum inventore omnis.,10
act_b427bc76da71,lead_7a296d824e41,,2026-05-25T13:40:20,Taylor Brooks,Setter,Email,Interested,Error harum quaerat dolor maiores minima necessitatibus quaerat quidem ipsum beatae velit.,2
act_25a1b0edd841,lead_7a296d824e41,,2026-05-08T19:40:20,Taylor Brooks,Setter,Call,No Answer,Tempore vero necessitatibus aspernatur error explicabo sequi dolorem quae commodi ea.,5
act_c218e390111d,lead_7a296d824e41,,2026-05-25T02:40:20,Taylor Brooks,Setter,SMS,Follow Up Required,Voluptatum tempora necessitatibus beatae ducimus culpa eaque tempore eveniet natus facere nobis.,12
act_e9faa221f989,lead_4e06e728d274,,2026-02-02T02:01:48,Jordan Lee,Setter,Email,Connected,Error tempora molestiae rem velit itaque delectus ducimus ipsa rem.,5
act_f51705cd9a64,lead_4e06e728d274,,2026-02-14T07:01:48,Jordan Lee,Setter,SMS,No Answer,Non eaque eaque minima eum accusantium minima sint.,1
act_29e7b50d8713,lead_4e06e728d274,,2026-02-05T10:01:48,Jordan Lee,Setter,Call,No Answer,Harum hic accusamus minima laudantium id.,9
act_b591a53d532b,lead_4e06e728d274,,2026-01-30T05:01:48,Jordan Lee,Setter,WhatsApp,No Answer,Eaque magni consectetur dolor repudiandae odio amet.,3
act_22ddb2599a8e,lead_23c01e138d35,,2026-03-05T00:36:16,Alex Morgan,Setter,SMS,Interested,Delectus dolor maxime corrupti tempora saepe sapiente laudantium repudiandae quae id libero architecto.,6
act_5adb90eb4597,lead_23c01e138d35,,2026-03-12T10:36:16,Alex Morgan,Setter,SMS,Interested,Explicabo temporibus asperiores facere laudantium quam veritatis eveniet.,9
act_71f943a4faf8,lead_23c01e138d35,,2026-02-25T08:36:16,Alex Morgan,Setter,Call,No Answer,Dolorem ipsam quo omnis aliquam hic repellat minima eligendi nostrum illum.,6
act_0bae5ab5071b,lead_23c01e138d35,,2026-03-13T16:36:16,Alex Morgan,Setter,WhatsApp,No Answer,Cum nesciunt omnis voluptas illum asperiores excepturi autem.,4
act_4b820b07f419,lead_23c01e138d35,,2026-03-03T08:36:16,Alex Morgan,Setter,Email,Follow Up Required,Veniam dignissimos amet deserunt occaecati fugiat dolorum eum nisi molestias velit laborum esse.,7
act_7b0d9e3a8451,lead_23c01e138d35,,2026-03-14T00:36:16,Alex Morgan,Setter,Call,No Answer,Omnis molestias et officia qui totam placeat.,7
act_5d400b385541,lead_23c01e138d35,book_182b8c17f00d,2026-03-01T21:36:16,Riley Carter,Closer,Follow Up,No Answer,Voluptatum suscipit omnis perferendis accusantium quibusdam temporibus.,36
act_86814dbbdb10,lead_23c01e138d35,book_182b8c17f00d,2026-02-23T12:36:16,Riley Carter,Closer,Follow Up,No Answer,Eveniet laudantium repellendus unde velit ab veritatis.,26
act_fcd21c43cfd7,lead_dbfb7b435ab2,,2026-06-08T15:50:12,Jordan Lee,Setter,SMS,Interested,Totam sequi fugiat delectus magnam nihil iusto voluptate voluptas similique nisi.,5
act_d8dcf5be687f,lead_7cc678761544,,2026-03-02T00:45:09,Taylor Brooks,Setter,SMS,Connected,Animi eos rerum illo aperiam dolorum voluptates.,4
act_978f34172499,lead_7cc678761544,,2026-02-26T07:45:09,Taylor Brooks,Setter,Email,No Answer,Molestias repellendus repudiandae laboriosam odit aut molestiae sunt voluptatibus illum autem impedit cum.,2
act_38aafcc4c792,lead_7cc678761544,,2026-03-02T02:45:09,Taylor Brooks,Setter,WhatsApp,Connected,Officiis sequi ab perferendis illo voluptatum nostrum aliquid dignissimos odit ipsam.,5
act_d981c97f13ac,lead_7cc678761544,,2026-02-24T02:45:09,Taylor Brooks,Setter,SMS,Interested,Natus quasi natus illo fugit nemo neque dignissimos.,7
act_9ccae6e57063,lead_cc285a70aa80,,2026-02-08T06:04:34,Alex Morgan,Setter,Email,Interested,Architecto culpa recusandae quam unde asperiores ipsam pariatur fugiat.,11
act_6dc0101327bb,lead_29bfd3bc0cc7,,2026-05-31T16:10:26,Jordan Lee,Setter,Call,Follow Up Required,Quibusdam excepturi placeat cupiditate possimus ab quaerat laudantium.,4
act_7f51569ca07a,lead_88843e67c771,,2026-05-05T12:32:40,Jordan Lee,Setter,Call,Follow Up Required,Ad nihil ea perferendis sed eius magni minus.,6
act_cba50c0467bc,lead_2ab1e6a75814,,2026-03-26T15:17:07,Taylor Brooks,Setter,WhatsApp,Connected,Aut molestias distinctio reprehenderit explicabo iusto adipisci perspiciatis placeat.,3
act_d55031223ede,lead_428b6a903358,,2026-06-02T19:22:14,Alex Morgan,Setter,Email,No Answer,Accusantium earum laborum quasi qui consequuntur cupiditate soluta amet necessitatibus fuga placeat nostrum.,3
act_8ee7190f1c65,lead_428b6a903358,book_2f32ce61fdce,2026-05-24T06:22:14,Riley Carter,Closer,Consultation,Qualified,Facere tenetur iure eligendi molestiae recusandae magnam.,55
act_ed6da116a840,lead_428b6a903358,book_2f32ce61fdce,2026-05-26T13:22:14,Riley Carter,Closer,Follow Up,Qualified,Consectetur voluptatum modi in doloribus voluptatum dolores.,19
act_7a4a892149af,lead_dd346a2ca163,,2026-03-07T09:52:09,Jordan Lee,Setter,Call,Interested,Nisi aperiam fuga dolorum nihil quisquam delectus officia ut soluta voluptates nemo.,5
act_87e7ffc7f98b,lead_dd346a2ca163,,2026-03-03T20:52:09,Jordan Lee,Setter,Call,Interested,Architecto hic quisquam fuga autem architecto.,2
act_4f12f4726084,lead_dd346a2ca163,,2026-03-12T11:52:09,Jordan Lee,Setter,SMS,Connected,Laudantium vitae quidem cum perferendis distinctio placeat hic in.,4
act_4cfc3fc4adc5,lead_dd346a2ca163,,2026-03-05T18:52:09,Jordan Lee,Setter,WhatsApp,Follow Up Required,Numquam omnis omnis odio tenetur reiciendis ab dolores accusantium fugit quod.,12
act_da50d76fb916,lead_78c5f9a5982d,,2026-02-01T15:45:02,Jordan Lee,Setter,SMS,Interested,Praesentium saepe eum consequatur recusandae illo.,2
act_82ae0484625d,lead_ed661290d0b2,,2026-03-18T20:03:40,Alex Morgan,Setter,WhatsApp,Interested,Numquam hic doloribus iste rerum soluta.,2
act_4816b7754afd,lead_ed661290d0b2,,2026-03-21T07:03:40,Alex Morgan,Setter,WhatsApp,No Answer,Exercitationem non quos dicta totam possimus odit tempore suscipit consequatur reprehenderit nihil.,6
act_28819e964d07,lead_ed661290d0b2,,2026-03-19T03:03:40,Alex Morgan,Setter,WhatsApp,Connected,Non voluptates odio porro tempore doloremque voluptas.,1
act_52ed3ea1d68b,lead_e7082e563af7,,2026-04-16T06:55:18,Taylor Brooks,Setter,Email,Connected,Sit nisi quo architecto doloribus dolore alias blanditiis.,5
act_76a473eafc0c,lead_e7082e563af7,,2026-04-02T08:55:18,Taylor Brooks,Setter,SMS,Connected,Vel ipsam sapiente quas officia aperiam blanditiis magnam.,10
act_24f2fabede7b,lead_e7082e563af7,,2026-04-14T10:55:18,Taylor Brooks,Setter,Call,No Answer,Sit quas vel odit molestias rem architecto sunt omnis voluptatem vitae eaque.,5
act_9ca9525719d1,lead_e7082e563af7,,2026-04-11T06:55:18,Taylor Brooks,Setter,SMS,Interested,Amet sequi excepturi laborum perspiciatis eaque voluptas.,2
act_53810299a763,lead_e7082e563af7,,2026-04-06T14:55:18,Taylor Brooks,Setter,Email,No Answer,Consectetur vel officiis soluta unde maiores eos odio blanditiis.,1
act_5a0807ea0eea,lead_e7082e563af7,,2026-04-17T22:55:18,Taylor Brooks,Setter,Call,Connected,Ut aperiam ipsa exercitationem voluptatum repellat nam in ipsam quis ea.,9
act_ead0d9c06a48,lead_e7082e563af7,book_2b769fa7fcae,2026-04-12T22:55:18,Riley Carter,Closer,Call,Qualified,Impedit ut nemo doloremque fugiat voluptatem et ullam.,4
act_cff5f0c47324,lead_e7082e563af7,book_2b769fa7fcae,2026-04-09T08:55:18,Riley Carter,Closer,Consultation,Qualified,Sunt maiores voluptate porro vitae animi.,35
act_483696aedfba,lead_760e852acaff,,2026-04-29T16:09:12,Alex Morgan,Setter,Call,No Answer,Fuga unde nam cupiditate beatae tempore aliquid.,3
act_219996f54f7d,lead_760e852acaff,,2026-04-21T14:09:12,Alex Morgan,Setter,Call,No Answer,Tenetur doloremque eos sed voluptate beatae a cupiditate asperiores natus.,5
act_395808eb5c0b,lead_760e852acaff,book_b3df2a617dea,2026-04-26T23:09:12,Casey Bennett,Closer,Consultation,Follow Up Required,Illum odio nemo consequuntur ullam soluta.,34
act_236df124e392,lead_760e852acaff,book_b3df2a617dea,2026-04-25T07:09:12,Casey Bennett,Closer,Follow Up,Follow Up Required,Ut itaque qui nisi numquam laborum cupiditate in dolores natus totam dolore temporibus.,34
act_ba73acb978ae,lead_c03dd99174b6,,2026-06-21T09:57:14,Alex Morgan,Setter,Call,Connected,Corrupti dignissimos molestiae eum blanditiis eaque.,3
act_c84710717a77,lead_c03dd99174b6,,2026-06-25T14:57:14,Alex Morgan,Setter,Call,Connected,Harum consequuntur earum laboriosam esse minus.,7
act_1482eda69637,lead_c03dd99174b6,,2026-06-24T10:57:14,Alex Morgan,Setter,WhatsApp,Interested,Accusantium eaque sequi placeat magnam culpa.,2
act_9dc2a4b9b192,lead_c03dd99174b6,,2026-06-17T07:57:14,Alex Morgan,Setter,WhatsApp,Interested,Porro non odio vitae nihil sint cupiditate id provident neque repudiandae.,12
act_bb99244e9bc8,lead_c03dd99174b6,,2026-06-15T13:57:14,Alex Morgan,Setter,Call,Interested,Tempore aliquid voluptas delectus saepe tenetur quo quisquam quam.,3
act_5fe73fa8f10b,lead_c03dd99174b6,book_a7b149e87c22,2026-06-15T13:57:14,Riley Carter,Closer,Consultation,No Answer,Consequatur mollitia reprehenderit nulla cum quasi ex nemo deleniti tempore enim dolorem eaque.,18
act_1a25415ea6ee,lead_c03dd99174b6,book_a7b149e87c22,2026-06-19T03:57:14,Riley Carter,Closer,Consultation,No Answer,Quia fugit eaque nostrum totam sequi.,40
